INCNO,CAD_CODE,PRIORITY,Inc_Type,IncDesc,ZONE,ZIP,INC_DATE,ActionCode,ActionDesc,FixPropUse,PropLoss,PropValue,PropSaved,IncTypeDesc,Civ_Inj,Civ_Fatal,FS_Inj,FS_Fatal,ObjectId
2019005629,ECHO,5,300,"RESCUE, EMS INCIDENT, OTHER",1,68503,16:24.0,300,"RESCUE, EMS INCIDENT, OTHER",NULL,NULL,NULL,NULL,NULL,0,0,0,0,5362
2019005630,MEDLE,2,300,"RESCUE, EMS INCIDENT, OTHER",2,68503,23:49.0,300,"RESCUE, EMS INCIDENT, OTHER",NULL,NULL,NULL,NULL,NULL,0,0,0,0,5363
2019005631,26C1,3,300,"RESCUE, EMS INCIDENT, OTHER",24,68521,39:38.0,300,"RESCUE, EMS INCIDENT, OTHER",NULL,NULL,NULL,NULL,NULL,0,0,0,0,5364
2019005632,17B1G,2,300,"RESCUE, EMS INCIDENT, OTHER",32,68521,59:29.0,300,"RESCUE, EMS INCIDENT, OTHER",NULL,NULL,NULL,NULL,NULL,0,0,0,0,5365
2019005633,17B1G,2,300,"RESCUE, EMS INCIDENT, OTHER",301,68516,24:56.0,300,"RESCUE, EMS INCIDENT, OTHER",NULL,NULL,NULL,NULL,NULL,0,0,0,0,5366
2019005634,19D2,4,300,"RESCUE, EMS INCIDENT, OTHER",101,68503,49:17.0,300,"RESCUE, EMS INCIDENT, OTHER",NULL,NULL,NULL,NULL,NULL,0,0,0,0,5367
2019005635,26D1,4,300,"RESCUE, EMS INCIDENT, OTHER",91,68516,59:22.0,300,"RESCUE, EMS INCIDENT, OTHER",NULL,NULL,NULL,NULL,NULL,0,0,0,0,5368
2019005636,6D1,4,300,"RESCUE, EMS INCIDENT, OTHER",132,68507,53:00.0,300,"RESCUE, EMS INCIDENT, OTHER",NULL,NULL,NULL,NULL,NULL,0,0,0,0,5369
2019005637,21B1T,2,300,"RESCUE, EMS INCIDENT, OTHER",22,68521,54:33.0,300,"RESCUE, EMS INCIDENT, OTHER",NULL,NULL,NULL,NULL,NULL,0,0,0,0,5370
2019005638,CODET,1,736,CO DETECTOR ACTIVATION DUE TO MALFUNCTION,114,68527,34:02.0,86,INVESTIGATE,NULL,NULL,NULL,NULL,NULL,0,0,0,0,5371
2019005639,LIFTASST,1,300,"RESCUE, EMS INCIDENT, OTHER",181,68516,39:50.0,300,"RESCUE, EMS INCIDENT, OTHER",NULL,NULL,NULL,NULL,NULL,0,0,0,0,5372
2019005640,32B1,2,300,"RESCUE, EMS INCIDENT, OTHER",51,68510,54:32.0,300,"RESCUE, EMS INCIDENT, OTHER",NULL,NULL,NULL,NULL,NULL,0,0,0,0,5373
2019005641,17A2G,1,300,"RESCUE, EMS INCIDENT, OTHER",124,68507,10:19.0,300,"RESCUE, EMS INCIDENT, OTHER",NULL,NULL,NULL,NULL,NULL,0,0,0,0,5374
2019005642,17B1,2,300,"RESCUE, EMS INCIDENT, OTHER",181,68516,18:13.0,300,"RESCUE, EMS INCIDENT, OTHER",NULL,NULL,NULL,NULL,NULL,0,0,0,0,5375
2019005643,CODET,1,622,NO INCIDENT FOUND ON ARRIVAL AT DISPATCH ADDRESS,71,68502,36:59.0,86,INVESTIGATE,NULL,NULL,NULL,NULL,NULL,0,0,0,0,5376
2019005644,17D4G,4,300,"RESCUE, EMS INCIDENT, OTHER",303,68516,39:16.0,300,"RESCUE, EMS INCIDENT, OTHER",NULL,NULL,NULL,NULL,NULL,0,0,0,0,5377
2019005645,6C1,3,300,"RESCUE, EMS INCIDENT, OTHER",52,68510,55:59.0,300,"RESCUE, EMS INCIDENT, OTHER",NULL,NULL,NULL,NULL,NULL,0,0,0,0,5378
2019005646,1C5,3,300,"RESCUE, EMS INCIDENT, OTHER",3,68508,15:20.0,300,"RESCUE, EMS INCIDENT, OTHER",NULL,NULL,NULL,NULL,NULL,0,0,0,0,5379
2019005647,33C7T,3,300,"RESCUE, EMS INCIDENT, OTHER",304,68526,17:11.0,300,"RESCUE, EMS INCIDENT, OTHER",NULL,NULL,NULL,NULL,NULL,0,0,0,0,5380
2019005648,HAZ2,3,410,"COMBUSTIBLE/FLAMMABLE GAS/LIQUID CONDITION, OTHER",24,68521,43:25.0,70,"ASSISTANCE, OTHER",NULL,NULL,NULL,NULL,NULL,0,0,0,0,5381
2019005649,FIREB,2,622,NO INCIDENT FOUND ON ARRIVAL AT DISPATCH ADDRESS,32,68521,32:28.0,86,INVESTIGATE,NULL,NULL,NULL,NULL,NULL,0,0,0,0,5382
2019005650,28C4L,3,300,"RESCUE, EMS INCIDENT, OTHER",14,68528,59:30.0,300,"RESCUE, EMS INCIDENT, OTHER",NULL,NULL,NULL,NULL,NULL,0,0,0,0,5383
2019005651,STILL,1,561,UNAUTHORIZED BURNING,14,68528,21:33.0,86,INVESTIGATE,NULL,NULL,NULL,NULL,NULL,0,0,0,0,5384
2019005652,31C2,3,300,"RESCUE, EMS INCIDENT, OTHER",51,68510,32:31.0,300,"RESCUE, EMS INCIDENT, OTHER",NULL,NULL,NULL,NULL,NULL,0,0,0,0,5385
2019005653,4B1A,2,300,"RESCUE, EMS INCIDENT, OTHER",3,68508,45:49.0,300,"RESCUE, EMS INCIDENT, OTHER",NULL,NULL,NULL,NULL,NULL,0,0,0,0,5386
2019005654,9.00E+02,5,300,"RESCUE, EMS INCIDENT, OTHER",162,68506,06:35.0,300,"RESCUE, EMS INCIDENT, OTHER",NULL,NULL,NULL,NULL,NULL,0,0,0,0,5387
2019005655,ALS,3,300,"RESCUE, EMS INCIDENT, OTHER",02OA31,0,15:52.0,300,"RESCUE, EMS INCIDENT, OTHER",NULL,NULL,NULL,NULL,NULL,0,0,0,0,5388
2019005656,17A2,1,300,"RESCUE, EMS INCIDENT, OTHER",51,68510,06:45.0,300,"RESCUE, EMS INCIDENT, OTHER",NULL,NULL,NULL,NULL,NULL,0,0,0,0,5389
2019005657,6C1A,3,300,"RESCUE, EMS INCIDENT, OTHER",2,68503,07:06.0,300,"RESCUE, EMS INCIDENT, OTHER",NULL,NULL,NULL,NULL,NULL,0,0,0,0,5390
2019005658,26A11,1,300,"RESCUE, EMS INCIDENT, OTHER",101,68503,24:21.0,300,"RESCUE, EMS INCIDENT, OTHER",NULL,NULL,NULL,NULL,NULL,0,0,0,0,5391
2019005659,STILL,1,911,CITIZEN COMPLAINT,104,68527,25:24.0,86,INVESTIGATE,NULL,NULL,NULL,NULL,NULL,0,0,0,0,5392
2019005660,3D9,4,300,"RESCUE, EMS INCIDENT, OTHER",81,68516,08:54.0,300,"RESCUE, EMS INCIDENT, OTHER",NULL,NULL,NULL,NULL,NULL,0,0,0,0,5393
2019005661,26C2,3,300,"RESCUE, EMS INCIDENT, OTHER",3,68508,21:48.0,300,"RESCUE, EMS INCIDENT, OTHER",NULL,NULL,NULL,NULL,NULL,0,0,0,0,5394
2019005662,30A2,1,300,"RESCUE, EMS INCIDENT, OTHER",52,68510,24:39.0,300,"RESCUE, EMS INCIDENT, OTHER",NULL,NULL,NULL,NULL,NULL,0,0,0,0,5395
2019005663,26B1,2,300,"RESCUE, EMS INCIDENT, OTHER",66,68522,32:36.0,300,"RESCUE, EMS INCIDENT, OTHER",NULL,NULL,NULL,NULL,NULL,0,0,0,0,5396
2019005664,MEDLE,2,300,"RESCUE, EMS INCIDENT, OTHER",22,68521,53:39.0,300,"RESCUE, EMS INCIDENT, OTHER",NULL,NULL,NULL,NULL,NULL,0,0,0,0,5397
2019005665,31C2,3,300,"RESCUE, EMS INCIDENT, OTHER",52,68510,56:54.0,300,"RESCUE, EMS INCIDENT, OTHER",NULL,NULL,NULL,NULL,NULL,0,0,0,0,5398
2019005666,MEDLE,2,300,"RESCUE, EMS INCIDENT, OTHER",52,68510,57:38.0,300,"RESCUE, EMS INCIDENT, OTHER",NULL,NULL,NULL,NULL,NULL,0,0,0,0,5399
2019005321,17A2G,1,300,"RESCUE, EMS INCIDENT, OTHER",201,68516,47:16.0,300,"RESCUE, EMS INCIDENT, OTHER",NULL,NULL,NULL,NULL,NULL,0,0,0,0,5400
2019005551,31A1,1,300,"RESCUE, EMS INCIDENT, OTHER",74,68522,15:47.0,300,"RESCUE, EMS INCIDENT, OTHER",NULL,NULL,NULL,NULL,NULL,0,0,0,0,5401
2019005379,MEDLE,2,300,"RESCUE, EMS INCIDENT, OTHER",104,68527,15:21.0,300,"RESCUE, EMS INCIDENT, OTHER",NULL,NULL,NULL,NULL,NULL,0,0,0,0,5402
2019005572,29D2L,4,300,"RESCUE, EMS INCIDENT, OTHER",24,68521,17:27.0,300,"RESCUE, EMS INCIDENT, OTHER",NULL,NULL,NULL,NULL,NULL,0,0,0,0,5403
2019005268,6C1,3,300,"RESCUE, EMS INCIDENT, OTHER",153,68510,42:51.0,300,"RESCUE, EMS INCIDENT, OTHER",NULL,NULL,NULL,NULL,NULL,0,0,0,0,5404
2019005667,32B1,2,300,"RESCUE, EMS INCIDENT, OTHER",24,68521,50:51.0,300,"RESCUE, EMS INCIDENT, OTHER",NULL,NULL,NULL,NULL,NULL,0,0,0,0,5405
2019005668,MEDLE,2,300,"RESCUE, EMS INCIDENT, OTHER",122,68507,51:18.0,300,"RESCUE, EMS INCIDENT, OTHER",NULL,NULL,NULL,NULL,NULL,0,0,0,0,5406
2019005322,28C4G,3,300,"RESCUE, EMS INCIDENT, OTHER",122,68507,53:14.0,300,"RESCUE, EMS INCIDENT, OTHER",NULL,NULL,NULL,NULL,NULL,0,0,0,0,5407
2019005323,FIREC,3,111,BUILDING FIRE,101,68503,56:13.0,70,"ASSISTANCE, OTHER",MULTIFAMILY DWELLING,0,4173500,4173500,BUILDING FIRE,0,0,0,0,5408
2019005552,17A3G,1,300,"RESCUE, EMS INCIDENT, OTHER",42,68521,38:20.0,300,"RESCUE, EMS INCIDENT, OTHER",NULL,NULL,NULL,NULL,NULL,0,0,0,0,5409
2019005324,LIFTASST,1,300,"RESCUE, EMS INCIDENT, OTHER",27,68524,59:01.0,300,"RESCUE, EMS INCIDENT, OTHER",NULL,NULL,NULL,NULL,NULL,0,0,0,0,5410
2019005553,10C1,3,300,"RESCUE, EMS INCIDENT, OTHER",181,68516,47:57.0,300,"RESCUE, EMS INCIDENT, OTHER",NULL,NULL,NULL,NULL,NULL,0,0,0,0,5411
2019005325,17A3,1,300,"RESCUE, EMS INCIDENT, OTHER",173,68506,01:37.0,300,"RESCUE, EMS INCIDENT, OTHER",NULL,NULL,NULL,NULL,NULL,0,0,0,0,5412
2019005554,ECHO,5,300,"RESCUE, EMS INCIDENT, OTHER",37,68524,02:02.0,300,"RESCUE, EMS INCIDENT, OTHER",NULL,NULL,NULL,NULL,NULL,0,0,0,0,5413
2019005326,21B1M,2,300,"RESCUE, EMS INCIDENT, OTHER",65,68522,09:26.0,300,"RESCUE, EMS INCIDENT, OTHER",NULL,NULL,NULL,NULL,NULL,0,0,0,0,5414
2019005555,26C2,3,300,"RESCUE, EMS INCIDENT, OTHER",27,68524,03:25.0,300,"RESCUE, EMS INCIDENT, OTHER",NULL,NULL,NULL,NULL,NULL,0,0,0,0,5415
2019005327,10D4,4,300,"RESCUE, EMS INCIDENT, OTHER",3,68508,32:38.0,300,"RESCUE, EMS INCIDENT, OTHER",NULL,NULL,NULL,NULL,NULL,0,0,0,0,5416
2019005556,17D4G,4,300,"RESCUE, EMS INCIDENT, OTHER",1,68503,14:22.0,300,"RESCUE, EMS INCIDENT, OTHER",NULL,NULL,NULL,NULL,NULL,0,0,0,0,5417
2019005328,29B5,2,300,"RESCUE, EMS INCIDENT, OTHER",66,68522,41:13.0,300,"RESCUE, EMS INCIDENT, OTHER",NULL,NULL,NULL,NULL,NULL,0,0,0,0,5418
2019005557,23C1A,3,300,"RESCUE, EMS INCIDENT, OTHER",52,68510,27:01.0,300,"RESCUE, EMS INCIDENT, OTHER",NULL,NULL,NULL,NULL,NULL,0,0,0,0,5419
2019005329,31C1,3,300,"RESCUE, EMS INCIDENT, OTHER",194,68526,04:24.0,300,"RESCUE, EMS INCIDENT, OTHER",NULL,NULL,NULL,NULL,NULL,0,0,0,0,5420
2019005558,32D1,4,300,"RESCUE, EMS INCIDENT, OTHER",2,68503,49:14.0,300,"RESCUE, EMS INCIDENT, OTHER",NULL,NULL,NULL,NULL,NULL,0,0,0,0,5421
2019005330,LIFTASST,1,300,"RESCUE, EMS INCIDENT, OTHER",32,68521,11:17.0,300,"RESCUE, EMS INCIDENT, OTHER",NULL,NULL,NULL,NULL,NULL,0,0,0,0,5422
2019005559,30A3,1,300,"RESCUE, EMS INCIDENT, OTHER",13,68508,52:07.0,300,"RESCUE, EMS INCIDENT, OTHER",NULL,NULL,NULL,NULL,NULL,0,0,0,0,5423
2019005331,21B4T,2,300,"RESCUE, EMS INCIDENT, OTHER",172,68506,23:56.0,300,"RESCUE, EMS INCIDENT, OTHER",NULL,NULL,NULL,NULL,NULL,0,0,0,0,5424
2019005560,STILL,1,561,UNAUTHORIZED BURNING,111,68504,56:04.0,86,INVESTIGATE,NULL,NULL,NULL,NULL,NULL,0,0,0,0,5425
2019005332,ELEVATOR,1,611,DISPATCHED & CANCELED EN ROUTE,53,68508,24:42.0,93,CANCELLED EN ROUTE,NULL,NULL,NULL,NULL,NULL,0,0,0,0,5426
2019005561,12D4E,4,300,"RESCUE, EMS INCIDENT, OTHER",66,68522,14:34.0,300,"RESCUE, EMS INCIDENT, OTHER",NULL,NULL,NULL,NULL,NULL,0,0,0,0,5427
2019005333,28C1L,3,300,"RESCUE, EMS INCIDENT, OTHER",62,68502,25:52.0,300,"RESCUE, EMS INCIDENT, OTHER",NULL,NULL,NULL,NULL,NULL,0,0,0,0,5428
2019005562,10D4,4,300,"RESCUE, EMS INCIDENT, OTHER",121,68504,17:08.0,300,"RESCUE, EMS INCIDENT, OTHER",NULL,NULL,NULL,NULL,NULL,0,0,0,0,5429
2019005563,LIFTASST,1,300,"RESCUE, EMS INCIDENT, OTHER",02PA50,0,17:15.0,300,"RESCUE, EMS INCIDENT, OTHER",NULL,NULL,NULL,NULL,NULL,0,0,0,0,5430
2019005334,FIREA,1,733,SMOKE DETECTOR ACTIVATION DUE TO MALFUNCTION,91,68516,33:18.0,86,INVESTIGATE,NULL,NULL,NULL,NULL,NULL,0,0,0,0,5431
2019005564,MEDLE,2,300,"RESCUE, EMS INCIDENT, OTHER",56,68522,45:49.0,300,"RESCUE, EMS INCIDENT, OTHER",NULL,NULL,NULL,NULL,NULL,0,0,0,0,5432
2019005335,26A1,1,300,"RESCUE, EMS INCIDENT, OTHER",64,68522,42:45.0,300,"RESCUE, EMS INCIDENT, OTHER",NULL,NULL,NULL,NULL,NULL,0,0,0,0,5433
2019005565,19D1,4,300,"RESCUE, EMS INCIDENT, OTHER",2,68503,00:04.0,300,"RESCUE, EMS INCIDENT, OTHER",NULL,NULL,NULL,NULL,NULL,0,0,0,0,5434
2019005566,MEDLE,2,300,"RESCUE, EMS INCIDENT, OTHER",62,68502,34:00.0,300,"RESCUE, EMS INCIDENT, OTHER",NULL,NULL,NULL,NULL,NULL,0,0,0,0,5435
2019005567,ODOR,1,671,HAZMAT RELEASE INVESTIGATION W/NO HAZMAT,171,68506,37:05.0,81,INCIDENT COMMAND,NULL,NULL,NULL,NULL,NULL,0,0,0,0,5436
2019005568,MEDLE,2,300,"RESCUE, EMS INCIDENT, OTHER",62,68502,04:26.0,300,"RESCUE, EMS INCIDENT, OTHER",NULL,NULL,NULL,NULL,NULL,0,0,0,0,5437
2019005336,13D1,4,300,"RESCUE, EMS INCIDENT, OTHER",51,68510,55:46.0,300,"RESCUE, EMS INCIDENT, OTHER",NULL,NULL,NULL,NULL,NULL,0,0,0,0,5438
2019005337,FIREA,1,733,SMOKE DETECTOR ACTIVATION DUE TO MALFUNCTION,92,68512,02:02.0,86,INVESTIGATE,NULL,NULL,NULL,NULL,NULL,0,0,0,0,5439
2019005338,26C2,3,300,"RESCUE, EMS INCIDENT, OTHER",152,68510,30:32.0,300,"RESCUE, EMS INCIDENT, OTHER",NULL,NULL,NULL,NULL,NULL,0,0,0,0,5440
2019005339,31C2,3,300,"RESCUE, EMS INCIDENT, OTHER",153,68510,50:17.0,300,"RESCUE, EMS INCIDENT, OTHER",NULL,NULL,NULL,NULL,NULL,0,0,0,0,5441
2019005340,FIREA,1,611,DISPATCHED & CANCELED EN ROUTE,182,68516,06:15.0,93,CANCELLED EN ROUTE,NULL,NULL,NULL,NULL,NULL,0,0,0,0,5442
2019005341,ACCLE,1,300,"RESCUE, EMS INCIDENT, OTHER",134,68507,11:32.0,300,"RESCUE, EMS INCIDENT, OTHER",NULL,NULL,NULL,NULL,NULL,0,0,0,0,5443
2019005342,17A3,1,300,"RESCUE, EMS INCIDENT, OTHER",14,68528,32:57.0,300,"RESCUE, EMS INCIDENT, OTHER",NULL,NULL,NULL,NULL,NULL,0,0,0,0,5444
2019005343,31D3,4,300,"RESCUE, EMS INCIDENT, OTHER",161,68506,03:30.0,300,"RESCUE, EMS INCIDENT, OTHER",NULL,NULL,NULL,NULL,NULL,0,0,0,0,5445
2019005344,CODET,1,700,"FALSE ALARM OR FALSE CALL, OTHER",42,68521,10:36.0,86,INVESTIGATE,NULL,NULL,NULL,NULL,NULL,0,0,0,0,5446
2019005345,21D4T,4,300,"RESCUE, EMS INCIDENT, OTHER",153,68510,43:07.0,300,"RESCUE, EMS INCIDENT, OTHER",NULL,NULL,NULL,NULL,NULL,0,0,0,0,5447
2019005346,NOEMD,2,300,"RESCUE, EMS INCIDENT, OTHER",113,68527,16:13.0,300,"RESCUE, EMS INCIDENT, OTHER",NULL,NULL,NULL,NULL,NULL,0,0,0,0,5448
2019005347,26A3,1,300,"RESCUE, EMS INCIDENT, OTHER",153,68510,08:49.0,300,"RESCUE, EMS INCIDENT, OTHER",NULL,NULL,NULL,NULL,NULL,0,0,0,0,5449
2019005348,31D2,4,300,"RESCUE, EMS INCIDENT, OTHER",112,68527,22:34.0,300,"RESCUE, EMS INCIDENT, OTHER",NULL,NULL,NULL,NULL,NULL,0,0,0,0,5450
2019005349,LIFTASST,1,300,"RESCUE, EMS INCIDENT, OTHER",153,68510,38:08.0,300,"RESCUE, EMS INCIDENT, OTHER",NULL,NULL,NULL,NULL,NULL,0,0,0,0,5451
2019005350,29A2,1,300,"RESCUE, EMS INCIDENT, OTHER",2,68503,59:12.0,300,"RESCUE, EMS INCIDENT, OTHER",NULL,NULL,NULL,NULL,NULL,0,0,0,0,5452
2019005351,MEDLE,2,300,"RESCUE, EMS INCIDENT, OTHER",133,68507,47:12.0,300,"RESCUE, EMS INCIDENT, OTHER",NULL,NULL,NULL,NULL,NULL,0,0,0,0,5453
2019005269,8D2,4,424,CARBON MONOXIDE INCIDENT,52,68510,59:50.0,93,CANCELLED EN ROUTE,NULL,NULL,NULL,NULL,NULL,0,0,0,0,5454
2019005352,10D4,4,300,"RESCUE, EMS INCIDENT, OTHER",66,68522,47:19.0,300,"RESCUE, EMS INCIDENT, OTHER",NULL,NULL,NULL,NULL,NULL,0,0,0,0,5455
2019005270,LIFTASST,1,300,"RESCUE, EMS INCIDENT, OTHER",65,68522,04:22.0,300,"RESCUE, EMS INCIDENT, OTHER",NULL,NULL,NULL,NULL,NULL,0,0,0,0,5456
2019005353,CODET,1,736,CO DETECTOR ACTIVATION DUE TO MALFUNCTION,71,68502,53:06.0,86,INVESTIGATE,NULL,NULL,NULL,NULL,NULL,0,0,0,0,5457
2019005354,1A1,1,300,"RESCUE, EMS INCIDENT, OTHER",53,68508,10:11.0,300,"RESCUE, EMS INCIDENT, OTHER",NULL,NULL,NULL,NULL,NULL,0,0,0,0,5458
2019005355,DUMPFIRE,3,154,DUMPSTER OR OTHER OUTSIDE TRASH RECEPTACLE FIRE,132,68507,11:15.0,12,SALVAGE & OVERHAUL,NONE,100,13800,13700,DUMPSTER OR OTHER OUTSIDE TRASH RECEPTACLE FIRE,0,0,0,0,5459
2019005356,29A2,1,300,"RESCUE, EMS INCIDENT, OTHER",62,68502,12:27.0,300,"RESCUE, EMS INCIDENT, OTHER",NULL,NULL,NULL,NULL,NULL,0,0,0,0,5460
2019005357,13C2,3,300,"RESCUE, EMS INCIDENT, OTHER",111,68504,41:51.0,300,"RESCUE, EMS INCIDENT, OTHER",NULL,NULL,NULL,NULL,NULL,0,0,0,0,5461
2019005271,ALS,3,300,"RESCUE, EMS INCIDENT, OTHER",NULL,0,08:14.0,300,"RESCUE, EMS INCIDENT, OTHER",NULL,NULL,NULL,NULL,NULL,0,0,0,0,5462
2019005358,23C7V,3,300,"RESCUE, EMS INCIDENT, OTHER",113,68527,55:39.0,300,"RESCUE, EMS INCIDENT, OTHER",NULL,NULL,NULL,NULL,NULL,0,0,0,0,5463
2019005359,10C3,3,300,"RESCUE, EMS INCIDENT, OTHER",53,68508,57:59.0,300,"RESCUE, EMS INCIDENT, OTHER",NULL,NULL,NULL,NULL,NULL,0,0,0,0,5464
2019005360,17D4,4,300,"RESCUE, EMS INCIDENT, OTHER",104,68527,01:49.0,300,"RESCUE, EMS INCIDENT, OTHER",NULL,NULL,NULL,NULL,NULL,0,0,0,0,5465
2019005361,HAZ2,3,412,GAS LEAK (NATURAL GAS OR LPG),161,68506,07:35.0,93,CANCELLED EN ROUTE,NULL,NULL,NULL,NULL,NULL,0,0,0,0,5466
2019005362,23O1A,1,300,"RESCUE, EMS INCIDENT, OTHER",303,68516,21:15.0,300,"RESCUE, EMS INCIDENT, OTHER",NULL,NULL,NULL,NULL,NULL,0,0,0,0,5467
2019005363,26C1,3,300,"RESCUE, EMS INCIDENT, OTHER",152,68510,57:52.0,300,"RESCUE, EMS INCIDENT, OTHER",NULL,NULL,NULL,NULL,NULL,0,0,0,0,5468
2019005364,9D1,4,300,"RESCUE, EMS INCIDENT, OTHER",161,68506,31:36.0,300,"RESCUE, EMS INCIDENT, OTHER",NULL,NULL,NULL,NULL,NULL,0,0,0,0,5469
2019005365,FIREB,2,653,"SMOKE FROM BARBECUE, TAR KETTLE",52,68510,49:03.0,86,INVESTIGATE,NULL,NULL,NULL,NULL,NULL,0,0,0,0,5470
2019005366,9B1A,2,300,"RESCUE, EMS INCIDENT, OTHER",181,68516,22:45.0,300,"RESCUE, EMS INCIDENT, OTHER",NULL,NULL,NULL,NULL,NULL,0,0,0,0,5471
2019005367,FIREA,1,700,"FALSE ALARM OR FALSE CALL, OTHER",3,68508,23:02.0,86,INVESTIGATE,NULL,NULL,NULL,NULL,NULL,0,0,0,0,5472
2019005272,18C1L,3,300,"RESCUE, EMS INCIDENT, OTHER",122,68507,13:57.0,300,"RESCUE, EMS INCIDENT, OTHER",NULL,NULL,NULL,NULL,NULL,0,0,0,0,5473
2019005273,STILL,1,611,DISPATCHED & CANCELED EN ROUTE,151,68510,15:14.0,86,INVESTIGATE,NULL,NULL,NULL,NULL,NULL,0,0,0,0,5474
2019005274,17D4,4,300,"RESCUE, EMS INCIDENT, OTHER",113,68527,26:46.0,300,"RESCUE, EMS INCIDENT, OTHER",NULL,NULL,NULL,NULL,NULL,0,0,0,0,5475
2019005275,LIFTASST,1,300,"RESCUE, EMS INCIDENT, OTHER",02WA16,0,36:43.0,300,"RESCUE, EMS INCIDENT, OTHER",NULL,NULL,NULL,NULL,NULL,0,0,0,0,5476
2019005276,WIRES,1,444,POWER LINE DOWN,1,68503,37:16.0,86,INVESTIGATE,NULL,NULL,NULL,NULL,NULL,0,0,0,0,5477
2019005277,27D4Y,4,300,"RESCUE, EMS INCIDENT, OTHER",24,68521,52:26.0,300,"RESCUE, EMS INCIDENT, OTHER",NULL,NULL,NULL,NULL,NULL,0,0,0,0,5478
2019005278,MEDLE,2,300,"RESCUE, EMS INCIDENT, OTHER",112,68527,54:16.0,300,"RESCUE, EMS INCIDENT, OTHER",NULL,NULL,NULL,NULL,NULL,0,0,0,0,5479
2019005279,ALS,3,300,"RESCUE, EMS INCIDENT, OTHER",NULL,0,28:00.0,300,"RESCUE, EMS INCIDENT, OTHER",NULL,NULL,NULL,NULL,NULL,0,0,0,0,5480
2019005280,MEDLE,2,300,"RESCUE, EMS INCIDENT, OTHER",53,68508,32:34.0,300,"RESCUE, EMS INCIDENT, OTHER",NULL,NULL,NULL,NULL,NULL,0,0,0,0,5481
2019005281,LIFTASST,1,300,"RESCUE, EMS INCIDENT, OTHER",151,68510,40:22.0,300,"RESCUE, EMS INCIDENT, OTHER",NULL,NULL,NULL,NULL,NULL,0,0,0,0,5482
2019005282,LIFTASST,1,300,"RESCUE, EMS INCIDENT, OTHER",81,68516,00:27.0,300,"RESCUE, EMS INCIDENT, OTHER",NULL,NULL,NULL,NULL,NULL,0,0,0,0,5483
2019005283,18C2G,3,300,"RESCUE, EMS INCIDENT, OTHER",3,68508,55:12.0,300,"RESCUE, EMS INCIDENT, OTHER",NULL,NULL,NULL,NULL,NULL,0,0,0,0,5484
2019005284,FIREA,1,743,"SMOKE DETECTOR ACTIVATION, NO FIRE - UNINTENTIONAL",53,68508,26:43.0,86,INVESTIGATE,NULL,NULL,NULL,NULL,NULL,0,0,0,0,5485
2019005285,5C3,3,300,"RESCUE, EMS INCIDENT, OTHER",121,68504,45:46.0,300,"RESCUE, EMS INCIDENT, OTHER",NULL,NULL,NULL,NULL,NULL,0,0,0,0,5486
2019005286,SWAT,1,300,"RESCUE, EMS INCIDENT, OTHER",62,68502,05:17.0,300,"RESCUE, EMS INCIDENT, OTHER",NULL,NULL,NULL,NULL,NULL,0,0,0,0,5487
2019005287,12D4,4,300,"RESCUE, EMS INCIDENT, OTHER",02CE24,0,06:02.0,300,"RESCUE, EMS INCIDENT, OTHER",NULL,NULL,NULL,NULL,NULL,0,0,0,0,5488
2019005288,6D4,4,300,"RESCUE, EMS INCIDENT, OTHER",21,68504,12:32.0,300,"RESCUE, EMS INCIDENT, OTHER",NULL,NULL,NULL,NULL,NULL,0,0,0,0,5489
2019005289,MEDLE,2,300,"RESCUE, EMS INCIDENT, OTHER",31,68504,31:54.0,300,"RESCUE, EMS INCIDENT, OTHER",NULL,NULL,NULL,NULL,NULL,0,0,0,0,5490
2019005290,12D2E,4,300,"RESCUE, EMS INCIDENT, OTHER",66,68522,57:08.0,300,"RESCUE, EMS INCIDENT, OTHER",NULL,NULL,NULL,NULL,NULL,0,0,0,0,5491
2019005291,6D1,4,300,"RESCUE, EMS INCIDENT, OTHER",183,68516,15:06.0,300,"RESCUE, EMS INCIDENT, OTHER",NULL,NULL,NULL,NULL,NULL,0,0,0,0,5492
2019005292,MEDOA,2,311,"MEDICAL ASSIST, ASSIST EMS CREW",2,68503,44:54.0,30,"EMERGENCY MEDICAL SERVICES, OTHER",NULL,NULL,NULL,NULL,NULL,0,0,1,0,5493
2019005293,26A1,1,300,"RESCUE, EMS INCIDENT, OTHER",52,68510,49:36.0,300,"RESCUE, EMS INCIDENT, OTHER",NULL,NULL,NULL,NULL,NULL,0,0,0,0,5494
2019005294,FIREC,3,114,"CHIMNEY OR FLUE FIRE, CONFINED TO CHIMNEY OR FLUE",122,68507,59:53.0,56,PROVIDE AIR SUPPLY,NULL,NULL,NULL,NULL,NULL,0,0,0,0,5495
2019005295,23C1A,3,300,"RESCUE, EMS INCIDENT, OTHER",102,68527,01:34.0,300,"RESCUE, EMS INCIDENT, OTHER",NULL,NULL,NULL,NULL,NULL,0,0,0,0,5496
2019005296,5C3,3,300,"RESCUE, EMS INCIDENT, OTHER",63,68502,16:37.0,300,"RESCUE, EMS INCIDENT, OTHER",NULL,NULL,NULL,NULL,NULL,0,0,0,0,5497
2019005297,LIFTASST,1,300,"RESCUE, EMS INCIDENT, OTHER",151,68510,26:38.0,300,"RESCUE, EMS INCIDENT, OTHER",NULL,NULL,NULL,NULL,NULL,0,0,0,0,5498
